book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
2207,Gump's treasure trade: a story of San Francisco.,"Wilson, Carol Green, 1892-",Crowell,2016-08-03T03:26:16Z,[1965],Book - Physical,GEN,Book,31175002428699,"New York,",eng,NA,1
2208,Comprehending suicide : landmarks in 20th-century suicidology /,"Shneidman, Edwin S.",American Psychological Association,2016-08-03T03:26:17Z,©2001.,Book - Physical,GEN,Book,31175027403370,"Washington, DC :",eng,NA,1
2209,De gustibus : arguing about taste and why we do it /,"Kivy, Peter, author.",Oxford University Press,2016-08-03T03:26:20Z,2015.,Book - Physical,GEN,Book,31175035865800,"Oxford, United Kingdom :",eng,NA,1
2210,Taíno revival : critical perspectives on Puerto Rican identity and cultural politics /,NA,Markus Wiener Publishers,2016-08-03T03:26:22Z,©2001.,Book - Physical,GEN,Book,31175027347171,"Princeton, NJ :",eng,NA,1
2211,"Dynasties : a global history of power, 1300-1800 /","Duindam, Jeroen Frans Jozef, 1962-",Cambridge University Press,2016-08-03T03:26:22Z,2016.,Book - Physical,GEN,Book,31175035874695,"Cambridge, United Kingdom :",eng,NA,1
2212,Pandita Ramabai Saraswati : her life and work /,"Sengupta, Padmini, 1905-1988.",Asia Pub House,2016-08-03T03:26:29Z,©1970.,Book - Physical,GEN,Book,31175005370229,London :,eng,NA,1
2213,Reading the Tale of Genji : sources from the first millennium /,NA,Columbia University Press,2016-08-03T03:26:29Z,[2015],Book - Physical,GEN,Book,31175035874638,New York :,eng,NA,1
2214,"Population, reproduction, and fertility in Melanesia /",NA,Berghahn Books,2016-08-03T03:26:35Z,2008.,Book - Physical,GEN,Book,31175030181427,New York :,eng,NA,1
2215,"Seventy-five years in California : recollections and remarks by one who visited these shores in 1831, and again in 1833, and except when absent on business was a resident from 1838 until the end of a long life in 1909 /","Davis, William Heath, 1822-1909, author.",John Howell Books,2016-08-03T03:26:38Z,1967.,Book - Physical,GEN,Book,31175035670960,"San Francisco, California :",eng,NA,1
2216,"Wind, water, work : ancient and medieval milling technology /","Lucas, Adam.",Brill,2016-08-03T03:26:38Z,2006.,Book - Physical,GEN,Book,31175030178811,Leiden :,eng,NA,1
2217,"The unseen city : anthropological perspectives on Port Moresby, Papua New Guinea /","Goddard, Michael (Michael Bruce)",Distributed by UNIREPS University of New South Wales; Pandanus Books Research School of Pacific and Asian Studies Australian Nasional University,2016-08-03T03:26:49Z,2005.,Book - Physical,GEN,Book,31175031333126,"Canberra, ACT : Sydney, NSW. :",eng,NA,1
2218,Female spectacle : the theatrical roots of modern feminism /,"Glenn, Susan A. (Susan Anita)",Harvard University Press,2016-08-03T03:26:48Z,2000.,Book - Physical,GEN,Book,31175025937460,"Cambridge, Mass. :",eng,NA,1
2219,"Real players? : drama, technology and education /","Carroll, John.",Trentham Books,2016-08-03T03:26:53Z,2006.,Book - Physical,GEN,Book,31175031031191,"Stoke on Trent, UK ; Sterling, USA :",eng,NA,1
2220,The Jews of Europe in the Middle Ages /,NA,Hatje Cantz,2016-08-03T03:26:59Z,[2004],Book - Physical,GEN,Book,31175030415544,Ostfildern-Ruit :,eng,NA,1
2221,"Knowing, teaching, and learning history : national and international perspectives /",NA,New York University Press,2016-08-03T03:27:11Z,[2000],Book - Physical,GEN,Book,31175025937569,New York :,eng,NA,1
2222,Neighbours and nationals in an African city ward.,"Parkin, David J., 1940-",University of California Press,2016-08-03T03:27:12Z,1969.,Book - Physical,GEN,Book,31175005908960,"Berkeley,",eng,NA,1
2223,"Markov processes, Gaussian processes, and local times /","Marcus, Michael B.",Cambridge University Press,2016-08-03T03:27:17Z,2006.,Book - Physical,GEN,Book,31175031024287,Cambridge ; New York :,eng,NA,1
2224,"Demanding choices : opinion, voting, and direct democracy /","Bowler, Shaun, 1958-",University of Michigan Press,2016-08-03T03:27:21Z,©1998.,Book - Physical,GEN,Book,31175023875738,Ann Arbor :,eng,NA,1
2225,Sensational modernism : experimental fiction and photography in thirties America /,"Entin, Joseph B.",University of North Carolina Press,2016-08-03T03:27:21Z,©2007.,Book - Physical,GEN,Book,31175032021506,Chapel Hill :,eng,NA,1
2226,Nervous conditions /,"Dangarembga, Tsitsi.",Women's Press,2016-08-03T03:27:22Z,©1988.,Book - Physical,GEN,Book,31175012870302,London :,eng,NA,1
2227,Sendero : historia de la guerra milenaria en el Perú /,"Gorriti Ellenbogen, Gustavo.",Editorial Planeta Perú,2016-08-03T03:27:38Z,©2008.,Book - Physical,GEN,Book,31175032455399,"Lima, Perú :",spa,NA,1
2228,Song Lian zhuan ji wen yan jiu /,"Chen, Zhenjin.",Wen jin chu ban she you xian gong si,2016-08-03T03:27:38Z,2006.,Book - Physical,EAL,Book,31175032337076,Taibei Shi :,chi,NA,1
2229,Adolescence in Pacific Island societies /,NA,University of Pittsburgh Press,2016-08-03T03:27:37Z,©1998.,Book - Physical,GEN,Book,31175023875381,Pittsburgh :,eng,NA,1
2230,Noels pour l'orgue ou le clavecin : for organ or harpsichord = für Orgel oder Cembalo /,"Daquin, Louis-Claude, 1694-1772, composer.",G Schirmer; Faber Music,2016-08-03T03:28:03Z,1984.,Notated music - Physical,GEN,Music,31175011239194,London : New York :,zxx,NA,1
2231,Variational theories for liquid crystals /,"Virga, Epifanio G.",Chapman & Hall,2016-08-03T03:28:02Z,1994.,Book - Physical,GEN,Book,31175020925460,London ; New York :,eng,NA,1
2232,Newton's Principia for the common reader /,"Chandrasekhar, S. 1910-1995. (Subrahmanyan),",Oxford University Press; Clarendon Press,2016-08-03T03:28:02Z,1995,Book - Physical,GEN,Book,31175020921949,Oxford : Oxford ; New York :,eng,NA,1
2233,Collected writings on poetry /,"Graves, Robert, 1895-1985.",Alyscamps Press; Carcanet Press,2016-08-03T03:28:04Z,1995.,Book - Physical,GEN,Book,31175020326552,Manchester : Paris :,eng,NA,1
2234,The nobility of failure : tragic heroes in the history of Japan /,"Morris, Ivan, 1925-1976.",Holt Rinehart and Winston,2016-08-03T03:28:10Z,©1975.,Book - Physical,GEN,Book,31175014173739,New York :,eng,NA,1
2235,Niño y grande /,"Miró, Gabriel, 1879-1930.",Castalia,2016-08-03T03:28:11Z,©1987.,Book - Physical,GEN,Book,31175013131928,Madrid :,spa,NA,1
2236,Over lord : General Pete Quesada and the triumph of tactical air power in World War II /,"Hughes, Thomas Alexander, 1963- author.",Free Press,2016-08-03T03:28:12Z,[1995],Book - Physical,GEN,Book,31175020926971,New York :,eng,NA,1
2237,The green pope.,"Asturias, Miguel Angel",Delacorte Press,2016-08-03T03:28:18Z,[1971],Book - Physical,GEN,Book,31175007189189,"New York,",eng,NA,1
2238,Lost paradises and the ethics of research and publication /,NA,Oxford University Press,2016-08-03T03:28:20Z,2004.,Book - Physical,GEN,Book,31175028720848,Oxford ; New York :,eng,NA,1
2239,UNIX network programming /,"Stevens, W. Richard.",Addison-Wesley,2016-08-03T03:28:21Z,©2004-,Book - Physical,GEN,Book,31175028665209,"Boston, MA :",eng,v.1,1
2240,Jazz on record : the first sixty years /,"Yanow, Scott, author.",Distributed to the music trade in the US and Canada by Hal Leonard Publishing; Distributed to the Book trade in the US and Canada by Publishers Group West; Backbeat Books,2016-08-03T03:28:22Z,[2003],Book - Physical,GEN,Book,31175028482472,San Francisco :,eng,NA,1
2241,The alien invasion; the origins of the Aliens Act of 1905.,"Gainer, Bernard.",Heinemann,2016-08-03T03:28:24Z,[1972],Book - Physical,GEN,Book,31175018608334,"London,",eng,NA,1
2242,The Greeks in Bactria & India.,"Tarn, W. W. 1869-1957. (William Woodthorpe),",University Press,2016-08-03T03:28:29Z,1951.,Book - Physical,GEN,Book,31175012288885,Cambridge [England],eng,NA,1
2243,What is this thing called love /,"Addonizio, Kim, 1954- author.",WW Norton & Company,2016-08-03T03:28:30Z,[2004],Book - Physical,GEN,Book,31175028645011,New York ; London :,eng,NA,1
2244,"Dance, spectacle, and the body politick, 1250-1750 /",NA,Indiana University Press,2016-08-03T03:28:39Z,©2008.,Book - Physical,GEN,Book,31175031847430,Bloomington :,eng,NA,1
2245,"Small worlds : method, meaning, and narrative in microhistory /",NA,School for Advanced Research Press,2016-08-03T03:28:43Z,2008.,Book - Physical,GEN,Book,31175031839718,"Santa Fe, New Mexico :",eng,NA,1
2246,"The veil : women writers on its history, lore, and politics /",NA,University of California Press,2016-08-03T03:28:41Z,"[2008], ©2008",Book - Physical,GEN,Book,31175031846358,Berkeley :,eng,NA,1
2247,"The military and colonial policy of the United States; addresses and reports by Elihu Root,","Root, Elihu, 1845-1937.",Harvard University Press,2016-08-03T03:28:47Z,1916.,Book - Physical,GEN,Book,31175010541012,"Cambridge,",eng,NA,1
2248,Middle English religious prose /,"Blake, N. F. compiler. (Norman Francis),",E Arnold,2016-08-03T03:28:51Z,1972.,Book - Physical,GEN,Book,31175009757777,London :,eng,NA,1
2249,Middle English prose : a critical guide to major authors and genres /,NA,Rutgers University Press,2016-08-03T03:28:54Z,©1984.,Book - Physical,GEN,Book,31175009467971,"New Brunswick, N.J. :",eng,NA,1
2250,Middle English prose : essays on bibliographical problems /,NA,Garland Publishers,2016-08-03T03:28:58Z,1981.,Book - Physical,GEN,Book,31175005499242,New York :,eng,NA,1
2251,Suppliants /,"Aeschylus, author.",Oxford University Press,2016-08-03T03:28:56Z,1975.,Book - Physical,GEN,Book,31175000277403,New York :,eng,NA,1
2252,Geo-narratives of a filial son : the paintings and travel diaries of Huang Xiangjian (1609-1673) /,"Kindall, Elizabeth, author.",Harvard University Asia Center,2016-08-03T03:29:02Z,2016.,Book - Physical,GEN,Book,31175035931248,"Cambridge, Massachusetts :",mul,NA,1
2253,Miguel Angel Asturias /,"Callan, Richard J. 1932- (Richard Jerome),",Twayne Publishers,2016-08-03T03:29:02Z,[1970],Book - Physical,GEN,Book,31175005644458,"New York,",eng,NA,1
2254,Francis Bacon's idea of science and the maker's knowledge tradition /,"Pérez-Ramos, Antonio.",Oxford University Press; Clarendon Press,2016-08-03T03:29:08Z,1988.,Book - Physical,GEN,Book,31175012954148,Oxford [England] : New York :,eng,NA,1
2255,Doing conceptual history in Africa /,NA,Berghahn,2016-08-03T03:29:14Z,2016.,Book - Physical,GEN,Book,31175035930877,New York :,eng,NA,1
2256,"Franklin D. Roosevelt and American foreign policy, 1932-1945 /","Dallek, Robert.",Oxford University Press,2016-08-03T03:29:16Z,1979.,Book - Physical,GEN,Book,31175020454891,New York :,eng,NA,1
2257,"Predecessors, et cetera : essays /","Clampitt, Amy.",University of Michigan Press,2016-08-03T03:29:19Z,©1991.,Book - Physical,GEN,Book,31175015569059,Ann Arbor :,eng,NA,1
2258,Bitter melon : inside America's last rural Chinese town /,"Gillenkirk, Jeff.",Heyday Books,2016-08-03T03:29:22Z,1997.,Book - Physical,GEN,Book,31175029130138,"Berkeley, CA :",eng,NA,1
2259,"Menander, new comedy and the visual /","Petrides, Antonis K.",Cambridge University Press,2016-08-03T03:29:23Z,2014.,Book - Physical,GEN,Book,31175035329831,Cambridge :,eng,NA,1
2260,TWILIGHT OF THE SAINTS : Everyday Religion in Ottoman Syria and Palestine /,"Grehan, James.",Oxford University Press,2016-08-03T03:29:25Z,2014.,Book - Physical,GEN,Book,31175035330235,Oxford :,eng,NA,1
2261,Francis Bacon's philosophy of science : an account and a reappraisal /,"Urbach, Peter.",Open Court,2016-08-03T03:29:29Z,©1987.,Book - Physical,GEN,Book,31175012108091,"La Salle, Ill. :",eng,NA,1
2262,The everyday life reader /,NA,Routledge,2016-08-03T03:29:31Z,2002.,Book - Physical,GEN,Book,31175028516097,London ; New York :,eng,NA,1
2263,Interaction ritual chains /,"Collins, Randall, 1941-",Princeton University Press,2016-08-03T03:29:30Z,©2004.,Book - Physical,GEN,Book,31175028440850,"Princeton, N.J. :",eng,NA,1
2264,"Comics as history, comics as literature : roles of the comic book in scholarship, society, and entertainment /",NA,Fairleigh Dickinson University Press,2016-08-03T03:29:32Z,[2014],Book - Physical,GEN,Book,31175035315186,Madison :,eng,NA,1
2265,"Li Zhi, Confucianism, and the virtue of desire /","Lee, Pauline C.",SUNY Press,2016-08-03T03:29:34Z,2012.,Book - Physical,GEN,Book,31175035318875,"Albany, N.Y. :",eng,NA,1
2266,Art at the dawning of the electronic era : generative systems /,NA,Distributed by University Press of New England; Lonesome Press,2016-08-03T03:29:34Z,[2014],Book - Physical,GEN,Book,31175036258385,"Hanover, New Hampshire :",eng,NA,1
2267,Don't blame us : suburban liberals and the transformation of the Democratic Party /,"Geismer, Lily, author.",Princeton University Press,2016-08-03T03:29:33Z,[2015],Book - Physical,GEN,Book,31175035329369,Princeton ; Oxford :,eng,NA,1
2268,The Blackwell companion to social movements /,NA,Blackwell Pub,2016-08-03T03:29:35Z,2004.,Book - Physical,GEN,Book,31175028450073,"Malden, MA :",eng,NA,1
2269,Theatricality /,NA,Cambridge University Press,2016-08-03T03:29:35Z,2003.,Book - Physical,GEN,Book,31175028430240,Cambridge ; New York :,eng,NA,1
2270,Liebe ist Quatsch : Briefe an Ellinor /,"Jahnn, Hans Henny, 1894-1959, author.",Hoffmann und Campe,2016-08-03T03:29:35Z,2014.,Book - Physical,GEN,Book,31175036733973,Hamburg :,ger,NA,1
2271,"Advances in nitrogen cycling in agricultural ecosystems : proceedings of the Symposium on Advances in Nitrogen Cycling in Agricultural Ecosystems held in Brisbane, Australia, 11-15th May 1987 /","Symposium on Advances in Nitrogen Cycling in Agricultural Ecosystems Brisbane, Qld.) (1987 :",CAB International,2016-08-03T03:29:44Z,©1988.,Book - Physical,GEN,Book,31175013011799,"Wallingford, England :",eng,NA,1
2272,Computational statistics : an introduction to R /,"Sawitzki, Günther.",CRC Press,2016-08-03T03:29:47Z,©2009.,Book - Physical,GEN,Book,31175032954045,Boca Raton :,eng,NA,1
2273,Treasure in earthen vessels : God's love overflows in peace and war /,"Nicholson, Herbert V. 1892-1983. (Herbert Victor),",Penn Lithographics,2016-08-03T03:29:46Z,1974.,Book - Physical,GEN,Book,31175005461994,"Whittier, Calif. :",eng,NA,1
2274,"Treatise on sociology, theoretical and practical.","Hughes, Henry, 1829-1862.",Negro Universities Press,2016-08-03T03:29:49Z,[1968],Book - Physical,GEN,Book,31175005963791,"New York,",eng,NA,1
2275,San song tang quan ji /,"Feng, Youlan, 1895-1990, author",Henan Sheng Xin hua shu dian fa xing; Henan ren min chu ban she,2016-08-03T03:30:09Z,1985-<1994>,Book - Physical,EAL,Book,31175027419517,[Zhengzhou Shi] :,chi,v.5,1
2276,San song tang quan ji /,"Feng, Youlan, 1895-1990, author",Henan Sheng Xin hua shu dian fa xing; Henan ren min chu ban she,2016-08-03T03:30:09Z,1985-<1994>,Book - Physical,EAL,Book,31175021513786,[Zhengzhou Shi] :,chi,v.13,1
2277,San song tang quan ji /,"Feng, Youlan, 1895-1990, author",Henan Sheng Xin hua shu dian fa xing; Henan ren min chu ban she,2016-08-03T03:30:09Z,1985-<1994>,Book - Physical,EAL,Book,31175021382984,[Zhengzhou Shi] :,chi,v.11,1
2278,San song tang quan ji /,"Feng, Youlan, 1895-1990, author",Henan Sheng Xin hua shu dian fa xing; Henan ren min chu ban she,2016-08-03T03:30:09Z,1985-<1994>,Book - Physical,EAL,Book,31175017868954,[Zhengzhou Shi] :,chi,v.1,1
2279,San song tang quan ji /,"Feng, Youlan, 1895-1990, author",Henan Sheng Xin hua shu dian fa xing; Henan ren min chu ban she,2016-08-03T03:30:09Z,1985-<1994>,Book - Physical,EAL,Book,31175014558715,[Zhengzhou Shi] :,chi,v.4,1
2280,Changing rapture : Emily Dickinson's poetic development /,"Barnstone, Aliki.",University Press of New England,2016-08-03T03:30:36Z,©2006.,Book - Physical,GEN,Book,31175031776589,Hanover :,eng,NA,1
2281,The masks of Menander : sign and meaning in Greek and Roman performance /,"Wiles, David.",Cambridge University Press,2016-08-03T03:30:51Z,1991.,Book - Physical,GEN,Book,31175015582300,Cambridge [England] ; New York :,eng,NA,1
2282,Voices from the whirlwind : an oral history of the Chinese Cultural Revolution /,"Feng, Jicai.",Foreign Languages Press; Pantheon Books,2016-08-03T03:30:55Z,©1991.,Book - Physical,GEN,Book,31175015599932,"New York, N.Y. : Beijing :",eng,NA,1
2283,"Diffraction, fourier optics, and imaging /","Ersoy, Okan K.",Wiley-Interscience,2016-08-03T03:30:57Z,©2007.,Book - Physical,GEN,Book,31175030611506,"Hoboken, N.J. :",eng,NA,1
2284,The origins and development of the waw-consecutive : Northwest Semitic evidence from Ugarit to Qumran /,"Smith, Mark S., 1955-",Scholars Press,2016-08-03T03:30:56Z,©1991.,Book - Physical,GEN,Book,31175015597555,"Atlanta, Ga. :",eng,NA,1
2285,Confucianism and its rivals /,"Giles, Herbert Allen, 1845-1935.",AMS Press,2016-08-03T03:31:03Z,1979.,Book - Physical,GEN,Book,31175005145118,New York :,eng,NA,1
2286,Dizionario dei commentatori danteschi : l'esegesi della Commedia da Iacopo Alighieri a Nidobeato /,"Bellomo, Saverio.",LS Olschki,2016-08-03T03:31:13Z,2004.,Book - Physical,GEN,Book,31175030177698,Firenze :,ita,NA,1
2287,"The merchant of power : Samuel Insull, Thomas Edison, and the creation of the modern metropolis /","Wasik, John F.",Palgrave Macmillan,2016-08-03T03:31:18Z,2006.,Book - Physical,GEN,Book,31175030612322,New York :,eng,NA,1
2288,"Colonialism in question : theory, knowledge, history /","Cooper, Frederick, 1947-",University of California Press,2016-08-03T03:31:19Z,©2005.,Book - Physical,GEN,Book,31175029687327,Berkeley :,eng,NA,1
2289,A companion to tragedy /,NA,Blackwell Pub,2016-08-03T03:31:23Z,©2005.,Book - Physical,GEN,Book,31175029665752,"Malden, MA :",eng,NA,1
2290,Wagner : a biography /,"Westernhagen, Curt von, author.",Cambridge University Press,2016-08-03T03:31:28Z,1978.,Book - Physical,GEN,Book,31175004195767,Cambridge ; New York :,eng,v.2,1
2291,Powwowing among the Pennsylvania Dutch : a traditional medical practice in the modern world /,"Kriebel, David W., 1961- author.",The Pennsylvania State University Press,2016-08-03T03:31:29Z,[2007],Book - Physical,GEN,Book,31175031812426,"University Park, Pennsylvania :",eng,NA,1
2292,Crusade for justice : the autobiography of Ida B. Wells /,"Wells-Barnett, Ida B., 1862-1931, author.",University of Chicago Press,2016-08-03T03:31:34Z,1970.,Book - Physical,GEN,Book,31175026819287,Chicago :,eng,NA,1
2293,Handbook of relationship initiation /,"Sprecher, Susan, 1955-",Psychology Press,2016-08-03T03:32:00Z,©2008.,Book - Physical,GEN,Book,31175032668512,New York :,eng,NA,1
2294,Categorical data analysis /,"Agresti, Alan",Wiley,2016-08-03T03:32:02Z,©2013,Book - Physical,GEN,Book,31175035042699,"Hoboken, NJ :",eng,NA,1
2295,"The culture of classicism : ancient Greece and Rome in American intellectual life, 1780-1910 /","Winterer, Caroline, 1966-",Johns Hopkins University Press,2016-08-03T03:32:06Z,2002.,Book - Physical,GEN,Book,31175026052434,Baltimore :,eng,NA,1
2296,"Operators, functions, and systems : an easy reading /","Nikolʹskiĭ, N. K. (Nikolaĭ Kapitonovich)",American Mathematical Society,2016-08-03T03:32:06Z,©2002.,Book - Physical,GEN,Book,31175027226565,"Providence, R.I. :",eng,v.2,1
2297,"Operators, functions, and systems : an easy reading /","Nikolʹskiĭ, N. K. (Nikolaĭ Kapitonovich)",American Mathematical Society,2016-08-03T03:32:06Z,©2002.,Book - Physical,GEN,Book,31175027021792,"Providence, R.I. :",eng,v.1,1
2298,"The emotionally intelligent workplace : how to select for, measure, and improve emotional intelligence in individuals, groups, and organizations /",NA,Jossey-Bass,2016-08-03T03:32:08Z,©2001.,Book - Physical,GEN,Book,31175026053010,San Francisco :,eng,NA,1
2299,On biomineralization /,"Lowenstam, Heinz A. 1912-1993. (Heinz Adolf),",Oxford University Press,2016-08-03T03:32:11Z,1989.,Book - Physical,GEN,Book,31175021471803,New York :,eng,NA,1
2300,Coastal dune management : shared experience of European conservation practice /,NA,Liverpool University Press,2021-07-20T10:33:33Z,2001.,Book - Physical,GEN,Book,31175027410177,Liverpool :,eng,NA,1
2301,On Jewish folklore /,"Patai, Raphael, 1910-1996.",Wayne State University Press,2016-08-03T03:32:13Z,1983.,Book - Physical,GEN,Book,31175009070346,Detroit :,eng,NA,1
2302,The multi-protagonist film /,"Azcona, María del Mar",Wiley-Blackwell,2016-08-03T03:32:15Z,2010,Book - Physical,GEN,Book,31175033979744,New York :,eng,NA,1
2303,The Jane Addams reader /,"Addams, Jane, 1860-1935.",Basic Books,2016-08-03T03:32:15Z,©2002.,Book - Physical,GEN,Book,31175026050941,New York :,eng,NA,1
2304,San Francisco Performing Arts Library & Museum series.,NA,San Francisco Performing Arts Library and Museum,2016-08-03T03:32:20Z,c1992-,Other Serial (Ceased publication) - Physical,GEN,Journal,31175024626593,"San Francisco, CA :",eng,no.4,1
2305,Zhao Shuli zi liao ji.,NA,Tao zhai shu wu,2016-08-03T03:32:22Z,1973.,Book - Physical,EAL,Book,31175003579847,Haing-kang :,chi,v.1-2,1
2306,Porneia : on desire and the body in antiquity /,"Rousselle, Aline.",Basil Blackwell,2016-08-03T03:32:26Z,1988.,Book - Physical,GEN,Book,31175012792605,"Oxford, UK ; New York, NY, USA :",eng,NA,1
2307,Portrait of a director: Satyajit Ray.,"Seton, Marie.",Dobson,2016-08-03T03:32:29Z,1971.,Book - Physical,GEN,Book,31175001644221,"London,",eng,NA,1
2308,"The Portuguese off the South Arabian coast; Ḥaḍramī chronicles, with yemeni and European accounts of Dutch pirates off Mocha in the seventeenth century.","Serjeant, R. B. (Robert Bertram)",Clarendon Press,2016-08-03T03:32:33Z,1963.,Book - Physical,GEN,Book,31175010550351,"Oxford,",eng,NA,1
2309,China in my life : a historian's own history /,"Wilbur, C. Martin 1908-1997. (Clarence Martin),",ME Sharpe,2016-08-03T03:32:32Z,©1996.,Book - Physical,GEN,Book,31175021202331,"Armonk, N.Y. :",eng,NA,1
2310,A portrait of Aristotle /,"Grene, Marjorie, 1910-2009.",Faber and Faber,2016-08-03T03:32:35Z,1963.,Book - Physical,GEN,Book,31175008493325,London :,eng,NA,1
2311,The portable Chaucer /,"Chaucer, Geoffrey, -1400, author.",Viking Press,2016-08-03T03:32:35Z,1949.,Book - Physical,GEN,Book,31175014745981,New York :,eng,NA,1
2312,"Design futuring : sustainability, ethics, and new practice /","Fry, Tony.",Berg,2016-08-03T03:32:50Z,2009.,Book - Physical,GEN,Book,31175035302846,Oxford ; New York :,eng,NA,1
2313,Information graphics /,"Rendgen, Sandra.",Taschen,2016-08-03T03:32:52Z,[2012],Book - Physical,GEN,Book,31175034634447,Köln :,eng,NA,1
2314,Predicting the unpredictable : the tumultuous science of earthquake prediction /,"Hough, Susan Elizabeth, 1961- author.",Princeton University Press,2016-08-03T03:32:53Z,[2010],Book - Physical,GEN,Book,31175033279889,Princeton :,eng,NA,1
2315,A handbook of dyes from natural materials /,"Bliss, Anne.",Scribner,2016-08-03T03:32:57Z,©1981.,Book - Physical,GEN,Book,31175033706386,New York :,eng,NA,1
2316,Jewish responses to persecution /,"Matthäus, Jürgen, 1959- author.",in association with the United States Holocaust Memorial Museum; AltaMira Press,2016-08-03T03:33:03Z,2010-2015.,Book - Physical,GEN,Book,31175033200877,"Lanham, Md. : [Washington, D.C.] :",eng,v.1,1
2317,"Village values : negotiating identity, gender, and resistance in urban Russian life-cycle rituals /","Rouhier-Willoughby, Jeanmarie, 1961-",Slavica,2016-08-03T03:33:03Z,2008.,Book - Physical,GEN,Book,31175032932157,"Bloomington, IN :",eng,NA,1
2318,Hands on dyeing /,"Blumenthal, Betsy, 1943-",Interweave Press,2016-08-03T03:33:03Z,©1988.,Book - Physical,GEN,Book,31175013504041,"Loveland, Colo. :",eng,NA,1
2319,Crocker Art Museum : handbook of paintings /,Crocker Art Museum.,The Museum,2016-08-03T03:33:05Z,1979.,Book - Physical,GEN,Book,31175007924726,Sacramento :,eng,NA,1
2320,The book of Negro folklore /,NA,Dodd Mead,2016-08-03T03:33:08Z,1958.,Book - Physical,GEN,Book,31175016623202,New York :,eng,NA,1
2321,Buddhist warfare /,NA,Oxford University Press,2016-08-03T03:33:09Z,2010.,Book - Physical,GEN,Book,31175032932330,Oxford ; New York :,eng,NA,1
2322,A book on vegetable dyes /,"Mairet, Ethel, 1872-1952.",Dominics Prss,2016-08-03T03:33:12Z,1920.,Book - Physical,GEN,Book,31175007722393,Ditchling [Eng.] :,eng,NA,1
2323,The role of play in human development /,"Pellegrini, Anthony D.",Oxford University Press,2016-08-03T03:33:16Z,2009.,Book - Physical,GEN,Book,31175032885405,New York :,eng,NA,1
2324,"Inside Burgundy : the vineyards, the wine & the people /","Morris, Jasper.",Berry Bros & Rudd Press,2016-08-03T03:33:17Z,2010.,Book - Physical,BIOV,Book,31175033936207,London :,eng,NA,1
2325,Marxism and form : twentieth-century dialectical theories of literature /,"Jameson, Fredric.",Princeton University Press,2016-08-03T03:33:17Z,"1974, ©1971.",Book - Physical,GEN,Book,31175033608186,"Princeton, N.J. :",eng,NA,1
2326,"Adrian Piper : race, gender, and embodiment /","Bowles, John Parish, 1968-",Duke University Press,2016-08-03T03:33:16Z,2011.,Book - Physical,GEN,Book,31175034063746,Durham [N.C.] :,eng,NA,1
2327,Book production and letters in the Western European renaissance : essays in honour of Conor Fahy /,NA,Modern Humanities Research Association,2016-08-03T03:33:17Z,1986.,Book - Physical,GEN,Book,31175011459453,London :,eng,NA,1
2328,Capitalizing on crisis : the political origins of the rise of finance /,"Krippner, Greta R",Harvard University Press,2016-08-03T03:33:22Z,2011,Book - Physical,GEN,Book,31175033967384,"Cambridge, Mass. :",eng,NA,1
2329,The Santa Clara County book,"Fox, Nancy.",Tafnews,2016-08-03T03:33:48Z,[1973],Book - Physical,GEN,Book,31175005556900,"[Los Altos, Calif.]",eng,NA,1
2330,Ai Wu zhuan /,"Wang, Yi, 1966-",Beijing shi yue wen yi chu ban she,2016-08-03T03:33:52Z,2005.,Book - Physical,EAL,Book,31175030406360,Beijing :,chi,NA,1
2331,"San Francisco, 1846-1856: from hamlet to city","Lotchin, Roger W.",Oxford University Press,2016-08-03T03:33:52Z,1974.,Book - Physical,GEN,Book,31175014665684,"New York,",eng,NA,1
2332,Sans la miséricorde du Christ : roman /,"Bianciotti, Héctor, 1930-2012.",Gallimard,2016-08-03T03:33:59Z,©1985.,Book - Physical,GEN,Book,31175011583955,[Paris] :,fre,NA,1
2333,Prodigious birds : moas and moa-hunting in prehistoric New Zealand /,"Anderson, Atholl.",Cambridge University Press,2016-08-03T03:34:00Z,1989.,Book - Physical,GEN,Book,31175013338754,"Cambridge, England :",eng,NA,1
2334,The tule breakers : the story of the California dredge /,"Thompson, John, 1924-2017.",Stockton Corral of Westerners University of the Pacific,2016-08-03T03:34:04Z,©1983.,Book - Physical,GEN,Book,31175009695191,"Stockton, Calif. :",eng,c.2,1
2335,"San Francisco, 1865-1932 : politics, power, and urban development /","Issel, William.",University of California Press,2021-07-20T10:19:01Z,©1986.,Book - Physical,GEN,Book,31175011342162,Berkeley :,eng,NA,1
2336,"Stable smarts : sensible advice, quick fixes, and time-tested wisdom from an Idaho horsewoman /","Thomas, Heather Smith, 1944-",Storey Pub,2016-08-03T03:34:11Z,©2005.,Book - Physical,GEN,Book,31175030202603,"North Adams, MA :",eng,NA,1
2337,Confederate settlements in British Honduras /,"Simmons, Donald C., Jr.",McFarland,2016-08-03T03:34:14Z,©2001.,Book - Physical,GEN,Book,31175026553266,"Jefferson, N.C. :",eng,NA,1
2338,Reassessing John Buchan : beyond The thirty-nine steps /,NA,Pickering & Chatto,2016-08-03T03:34:16Z,2009.,Book - Physical,GEN,Book,31175033191464,London :,eng,NA,1
